"state","species","total"
"California","Lesser Goldfinch,Northern Mockingbird,Orange-Crowned Warbler",1
"California","Lesser Goldfinch,Northern Red Bishop",1
"California","Lesser Goldfinch,Orchard Oriole",1
"California","Lesser Goldfinch,Pacific Wren,Purple Finch",1
"California","Lesser Goldfinch,Pine Grosbeak",1
"California","Lesser Goldfinch,Pine Siskin,Purple Finch",1
"California","Lesser Goldfinch,Pine Siskin,Spotted Towhee",1
"California","Lesser Goldfinch,Red-Breasted Nuthatch",1
"California","Lesser Goldfinch,Ruddy Ground Dove",1
"California","Lesser Goldfinch,Scaly-Breasted Munia,Spotted Towhee",1
"California","Lesser Goldfinch,Tyrant Flycatcher",1
"California","Lesser Goldfinch,Western Meadowlark",1
"California","Lesser Goldfinch,Western Tanager,White-Crowned Sparrow",1
"California","Lesser Goldfinch,Yellow-Bellied Sapsucker",1
"California","Lesser Goldfinch,Yellow-Billed Magpie",1
"California","Lewiss Woodpecker,Mountain Bluebird",1
"California","Lewiss Woodpecker,Mourning Dove,Red-Winged Blackbird",1
"California","Lewiss Woodpecker,Mourning Dove,Scaly-Breasted Munia",1
"California","Lewiss Woodpecker,Northern Cardinal,Scaly-Breasted Munia",1
"California","Lewiss Woodpecker,Northern Flicker",1
"California","Lewiss Woodpecker,Pileated Woodpecker",1
"California","Lewiss Woodpecker,Red-Whiskered Bulbul",1
"California","Lewiss Woodpecker,Scotts Oriole",1
"California","Lewiss Woodpecker,Song Sparrow",1
"California","Lewiss Woodpecker,Summer Tanager",1
"California","Lewiss Woodpecker,Tyrant Flycatcher",1
"California","Lewiss Woodpecker,White-Breasted Nuthatch",1
"California","Lewiss Woodpecker,Woodhouses Scrub-Jay",1
"California","Lincolns Sparrow,Mourning Dove",1
"California","Lincolns Sparrow,Purple Finch",1
"California","Lincolns Sparrow,Scaly-Breasted Munia",1
"California","Lincolns Sparrow,White-Crowned Sparrow",1
"California","Lincolns Sparrow,White-Headed Woodpecker",1
"California","Mountain Bluebird,Mountain Chickadee",1
"California","Mountain Bluebird,Northern Mockingbird",1
"California","Mountain Chickadee,Mourning Dove,White-Crowned Sparrow",1
"California","Mountain Chickadee,Oak Titmouse",1
"California","Mountain Chickadee,Purple Finch,White-Crowned Sparrow",1
"California","Mountain Chickadee,Red Crossbill",1
"California","Mountain Chickadee,Rose-Breasted Grosbeak",1
"California","Mountain Chickadee,Rose-Ringed Parakeet",1
"California","Mountain Chickadee,Rufous-Crowned Sparrow",1
"California","Mountain Chickadee,Song Sparrow",1
"California","Mountain Chickadee,Spotted Dove",1
"California","Mountain Chickadee,Stellers Jay",1
"California","Mountain Chickadee,Varied Bunting",1
"California","Mountain Chickadee,Western Tanager",1
"California","Mourning Dove,Northern Cardinal,Scaly-Breasted Munia",1
"California","Mourning Dove,Northern Red Bishop",1
"California","Mourning Dove,Nuttalls Woodpecker",1
"California","Mourning Dove,Orange-Crowned Warbler",1
"California","Mourning Dove,Orange-Crowned Warbler,Summer Tanager",1
"California","Mourning Dove,Pileated Woodpecker",1
"California","Mourning Dove,Red-Whiskered Bulbul,White-Winged Dove",1
"California","Mourning Dove,Rose-Breasted Grosbeak",1
"California","Mourning Dove,Rufous-Crowned Sparrow",1
"California","Mourning Dove,Song Sparrow",1
"California","Mourning Dove,Western Bluebird",1
"California","Mourning Dove,Western Tanager",1
"California","Mourning Dove,White-Headed Woodpecker",1
"California","Mousebird",1
"California","Northern Cardinal,Pacific Wren",1
"California","Northern Cardinal,Purple Finch",1
"California","Northern Cardinal,Red Crossbill",1
"California","Northern Cardinal,Red-Winged Blackbird",1
"California","Northern Cardinal,Rufous-Crowned Sparrow",1
"California","Northern Flicker,Pine Siskin",1
"California","Northern Flicker,Red Crossbill",1
"California","Northern Flicker,Rose-Ringed Parakeet",1
"California","Northern Flicker,Yellow-Bellied Sapsucker",1
"California","Northern Mockingbird,Red Crossbill",1
"California","Northern Mockingbird,Scaly-Breasted Munia",1
"California","Northern Mockingbird,Western Tanager",1
"California","Northern Red Bishop,Nuttalls Woodpecker",1
"California","Northern Red Bishop,Pine Siskin",1
"California","Northern Red Bishop,Red-Winged Blackbird",1
"California","Northern Red Bishop,Scaly-Breasted Munia",1
"California","Nuttalls Woodpecker,Red-Winged Blackbird",1
"California","Nuttalls Woodpecker,Spotted Dove",1
"California","Nuttalls Woodpecker,Varied Bunting",1
"California","Nuttalls Woodpecker,Yellow-Bellied Sapsucker",1
"California","Oak Titmouse,Pygmy Nuthatch",1
"California","Oak Titmouse,Stellers Jay",1
"California","Oak Titmouse,Varied Bunting",1
"California","Oak Titmouse,Western Bluebird",1
"California","Oak Titmouse,White-Winged Dove",1
"California","Oak Titmouse,Yellow-Billed Magpie",1
"California","Orange-Crowned Warbler,Rose-Ringed Parakeet",1
"California","Orange-Crowned Warbler,White-Winged Dove",1
"California","Orange-Crowned Warbler,Woodhouses Scrub-Jay",1
"California","Painted Bunting,Pine Siskin",1
"California","Painted Bunting,Rose-Ringed Parakeet",1
"California","Painted Bunting,Scaly-Breasted Munia,White-Winged Dove",1
"California","Painted Bunting,Spotted Towhee",1
"California","Pileated Woodpecker,Red Crossbill",1
"California","Pine Grosbeak,Purple Finch",1
"California","Pine Grosbeak,Woodhouses Scrub-Jay",1
"California","Pine Siskin,Purple Finch,Red-Breasted Sapsucker",1
"California","Pine Siskin,Purple Finch,Song Sparrow",1
"California","Pine Siskin,Purple Finch,White-Crowned Sparrow",1
"California","Pine Siskin,Pygmy Nuthatch",1
"California","Pine Siskin,Rose-Ringed Parakeet,Scaly-Breasted Munia",1
"California","Pine Siskin,Ruddy Ground Dove",1
"California","Pine Siskin,Scotts Oriole",1
"California","Pine Siskin,Song Sparrow",1
"California","Pine Siskin,Spotted Dove",1
"California","Pine Siskin,Western Meadowlark",1
"California","Pine Siskin,White-Headed Woodpecker",1
"California","Pine Siskin,White-Throated Sparrow",1
"California","Pine Siskin,Yellow-Billed Magpie",1
"California","Pine Siskin,Yellow-Headed Blackbird",1
"California","Pinyon Jay,Purple Finch",1
"California","Pinyon Jay,Ruddy Ground Dove",1
"California","Pinyon Jay,Rufous-Crowned Sparrow",1
"California","Pinyon Jay,Scaly-Breasted Munia",1
"California","Pinyon Jay,Stellers Jay",1
"California","Purple Finch,Pygmy Nuthatch,Scaly-Breasted Munia",1
"California","Purple Finch,Rose-Ringed Parakeet,Spotted Towhee",1
"California","Purple Finch,Scaly-Breasted Munia,Stellers Jay",1
"California","Purple Finch,Scotts Oriole",1
"California","Purple Finch,Spotted Dove",1
"California","Purple Finch,Townsends Warbler",1
"California","Purple Finch,Tyrant Flycatcher",1
"California","Purple Finch,Western Meadowlark",1
"California","Purple Finch,White-Throated Sparrow",1
"California","Purple Finch,Yellow-Bellied Sapsucker",1
"California","Pygmy Nuthatch,Red-Breasted Sapsucker",1
"California","Pygmy Nuthatch,Rose-Ringed Parakeet",1
"California","Pygmy Nuthatch,Spotted Dove",1
"California","Pygmy Nuthatch,Stellers Jay",1
"California","Pygmy Nuthatch,White-Breasted Nuthatch",1
"California","Ramhocelus Tanager",1
"California","Red Crossbill,Red-Breasted Sapsucker",1
"California","Red Crossbill,Red-Winged Blackbird",1
"California","Red Crossbill,Scotts Oriole",1
"California","Red Crossbill,Stellers Jay",1
"California","Red Crossbill,Woodhouses Scrub-Jay",1
"California","Red-Breasted Sapsucker,Rose-Breasted Grosbeak",1
"California","Red-Breasted Sapsucker,Rose-Ringed Parakeet",1
"California","Red-Breasted Sapsucker,Song Sparrow,Varied Bunting",1
"California","Red-Breasted Sapsucker,Stellers Jay",1
"California","Red-Breasted Sapsucker,White-Headed Woodpecker",1
"California","Red-Naped Sapsucker,Red-Winged Blackbird",1
"California","Red-Whiskered Bulbul,Rufous-Crowned Sparrow",1
"California","Red-Whiskered Bulbul,Spotted Dove",1
"California","Red-Whiskered Bulbul,Varied Bunting",1
"California","Red-Winged Blackbird,Rose-Breasted Grosbeak",1
"California","Red-Winged Blackbird,Scotts Oriole",1
"California","Red-Winged Blackbird,Varied Bunting,White-Winged Dove",1
"California","Red-Winged Blackbird,Western Bluebird",1
"California","Red-Winged Blackbird,Western Tanager",1
"California","Red-Winged Blackbird,White-Breasted Nuthatch",1
"California","Red-Winged Blackbird,White-Headed Woodpecker",1
"California","Red-Winged Blackbird,Woodhouses Scrub-Jay",1
"California","Rose-Breasted Grosbeak,White-Winged Dove",1
"California","Rose-Ringed Parakeet,Rufous-Crowned Sparrow",1
"California","Rose-Ringed Parakeet,Varied Bunting",1
"California","Rose-Ringed Parakeet,White-Headed Woodpecker",1
"California","Rose-Ringed Parakeet,Woodhouses Scrub-Jay",1
"California","Rufous-Crowned Sparrow,Song Sparrow",1
"California","Rufous-Crowned Sparrow,Summer Tanager",1
"California","Scaly-Breasted Munia,Spotted Dove,Spotted Towhee",1
"California","Scaly-Breasted Munia,Varied Bunting,White-Winged Dove",1
"California","Scarlet Tanager,Spotted Towhee",1
"California","Scotts Oriole,Spotted Towhee",1
"California","Song Sparrow,White-Breasted Nuthatch",1
"California","Spotted Dove,Verdin",1
"California","Spotted Dove,White-Breasted Nuthatch",1
"California","Spotted Towhee,Western Bluebird",1
"California","Spotted Towhee,Western Tanager",1
"California","Spotted Towhee,White-Breasted Nuthatch",1
"California","Spotted Towhee,Yellow-Billed Magpie",1
"California","Stellers Jay,Western Bluebird",1
"California","Stellers Jay,White-Headed Woodpecker",1
"California","Stellers Jay,Woodhouses Scrub-Jay",1
"California","Stellers Jay,Yellow-Billed Magpie",1
"California","Townsends Warbler,Western Tanager",1
"California","Tyrant Flycatcher,White-Crowned Sparrow",1
"California","Tyrant Flycatcher,White-Winged Dove",1
"California","Varied Thrush,Yellow-Headed Blackbird",1
"California","Western Bluebird,White-Winged Dove",1
"California","White-Crowned Sparrow,White-Headed Woodpecker",1
"California","White-Crowned Sparrow,White-Throated Sparrow",1
"California","White-Crowned Sparrow,Woodhouses Scrub-Jay",1
"California","White-Crowned Sparrow,Yellow-Headed Blackbird",1
"California","White-Crowned Sparrow,Yellow-Throated Warbler",1
"California","White-Winged Dove,Yellow-Headed Blackbird",1
"Colorado","House Finch",188222
"Colorado","Brown-Capped Rosy-Finch",39945
"Colorado","Pine Siskin",37779
"Colorado","House Sparrow",22130
"Colorado","Red-Winged Blackbird",17047
"Colorado","Northern Flicker",15874
"Colorado","Dark-Eyed Junco",14687
"Colorado","Purple Finch",12816
"Colorado","Cassins Finch",10860
"Colorado","Spotted Towhee",9300
"Colorado","Canyon Towhee",8252
"Colorado","Common Starling",7968
"Colorado","Eurasian Collared Dove",7109
"Colorado","Woodhouses Scrub-Jay",6944
"Colorado","American Crow",5812
"Colorado","Blue Jay",5485
"Colorado","Stellers Jay",5207
"Colorado","Mountain Chickadee",4552
"Colorado","Black-Capped Chickadee",4345
"Colorado","Pine Grosbeak",3659
"Colorado","Black-Billed Magpie",3605
"Colorado","White-Crowned Sparrow",3530
"Colorado","Evening Grosbeak",2842
"Colorado","Northern Cardinal",2651
"Colorado","Feral Pigeon",2607
"Colorado","Red Crossbill",2186
"Colorado","American Robin",2112
"Colorado","Bushtit",2066
"Colorado","White-Breasted Nuthatch",2012
"Colorado","Pygmy Nuthatch",1996
"Colorado","Lewiss Woodpecker",1898
"Colorado","Mourning Dove",1872
"Colorado","White-Winged Dove",1737
"Colorado","Curve-Billed Thrasher",1587
"Colorado","Rose-Breasted Grosbeak",1420
"Colorado","Pinyon Jay",1207
"Colorado","American Goldfinch",1172
"Colorado","Brewers Blackbird",956
"Colorado","Black Rosy-Finch",928
"Colorado","Gray Catbird",906
"Colorado","Brown-Headed Cowbird",884
"Colorado","Clarks Nutcracker",826
"Colorado","Golden-Crowned Sparrow",778
"Colorado","Song Sparrow",734
"Colorado","Northern Mockingbird",689
"Colorado","House Finch,Pine Siskin",601
"Colorado","Brown-Capped Rosy-Finch,House Finch",559
"Colorado","Baltimore Oriole",523
"Colorado","Fox Sparrow",483
"Colorado","Lincolns Sparrow",483
"Colorado","Red-Breasted Nuthatch",411
"Colorado","Downy Woodpecker",396
"Colorado","Lark Sparrow",369
"Colorado","Common Grackle",341
"Colorado","Chipping Sparrow",305
"Colorado","Hairy Woodpecker",305
"Colorado","Juniper Titmouse",304
"Colorado","Lesser Goldfinch",289
"Colorado","House Finch,House Sparrow",285
"Colorado","Orchard Oriole",269
"Colorado","Summer Tanager",259
"Colorado","Clay-Colored Sparrow",244
"Colorado","Carolina Wren",243
"Colorado","Black-Headed Grosbeak",235
"Colorado","Common Redpoll",234
"Colorado","Brown-Capped Rosy-Finch,Pine Siskin",231
"Colorado","Orange-Crowned Warbler",229
"Colorado","Blue Grosbeak",212
"Colorado","Golden-Crowned Kinglet",212
"Colorado","Brown Thrasher",190
"Colorado","Eastern Bluebird",186
"Colorado","House Wren",184
"Colorado","Mountain Bluebird",182
"Colorado","Indigo Bunting",168
"Colorado","Cassins Finch,House Finch",167
"Colorado","House Finch,Purple Finch",153
"Colorado","White-Throated Sparrow",153
"Colorado","Red-Naped Sapsucker",149
"Colorado","House Sparrow,Pine Siskin",141
"Colorado","Brown-Capped Rosy-Finch,House Sparrow",138
"Colorado","Canada Jay",106
"Colorado","Band-Tailed Pigeon",103
"Colorado","Pine Siskin,Purple Finch",100
"Colorado","Hummingbird",99
"Colorado","Lazuli Bunting",98
"Colorado","Red-Headed Woodpecker",98
"Colorado","American Crow,Red-Winged Blackbird",96
"Colorado","Bullocks Oriole",96
"Colorado","Cassins Finch,Pine Siskin",95
"Colorado","House Finch,Red-Winged Blackbird",93
"Colorado","House Sparrow,Red-Winged Blackbird",92
"Colorado","Rufous-Crowned Sparrow",77
"Colorado","American Crow,House Finch",71
"Colorado","Ruby-Crowned Kinglet",70
"Colorado","Pine Siskin,Red-Winged Blackbird",69
"Colorado","Gambels Quail",67
"Colorado","Western Meadowlark",62
"Colorado","House Finch,Lewiss Woodpecker",61
"Colorado","Green-Tailed Towhee",59
"Colorado","Tyrant Flycatcher",59
"Colorado","Canyon Towhee,House Finch",57
"Colorado","Field Sparrow",57
"Colorado","House Finch,Pine Grosbeak",56
"Colorado","Western Tanager",56
"Colorado","House Sparrow,Purple Finch",55
"Colorado","Brown-Capped Rosy-Finch,Cassins Finch",53
"Colorado","Swamp Sparrow",52
"Colorado","Common Starling,Red-Winged Blackbird",51
"Colorado","Brown-Capped Rosy-Finch,Purple Finch",50
"Colorado","Brown Creeper",49
"Colorado","American Tree Sparrow",48
"Colorado","House Finch,Spotted Towhee",48
"Colorado","Hepatic Tanager",47
"Colorado","Cedar Waxwing",46
"Colorado","Red-Winged Blackbird,Spotted Towhee",45
"Colorado","American Crow,House Sparrow",44
"Colorado","Red-Bellied Woodpecker",43
"Colorado","Black-Billed Magpie,House Finch",39
"Colorado","Brown-Capped Rosy-Finch,Red-Winged Blackbird",39
"Colorado","House Finch,Red Crossbill",38
"Colorado","Rusty Blackbird",38
"Colorado","Cassins Finch,House Sparrow",35
"Colorado","House Sparrow,Lewiss Woodpecker",31
"Colorado","Hermit Thrush",30
"Colorado","American Goldfinch,House Sparrow",28
"Colorado","Yellow-Headed Blackbird",28
"Colorado","American Crow,Brown-Capped Rosy-Finch",27
"Colorado","American Crow,Pine Siskin",27
"Colorado","Brown-Capped Rosy-Finch,Spotted Towhee",26
"Colorado","Evening Grosbeak,House Sparrow",26
"Colorado","House Finch,Northern Flicker",26
"Colorado","House Finch,Woodhouses Scrub-Jay",26
"Colorado","Common Starling,House Sparrow",25
"Colorado","Dark-Eyed Junco,House Finch",25
"Colorado","Evening Grosbeak,Pine Siskin",25
"Colorado","Gray-Crowned Rosy-Finch",25
"Colorado","House Sparrow,Spotted Towhee",24
"Colorado","Lewiss Woodpecker,Pine Siskin",24
"Colorado","House Finch,Summer Tanager",22
"Colorado","Pine Siskin,Red Crossbill",22
"Colorado","Black-Billed Magpie,Red-Winged Blackbird",21
"Colorado","Brown-Capped Rosy-Finch,Pine Grosbeak",21
"Colorado","Brown-Headed Cowbird,Red-Winged Blackbird",21
"Colorado","Brown-Capped Rosy-Finch,Lewiss Woodpecker",20
"Colorado","Feral Pigeon,House Finch",20
